Tanggal,Ticker,Target_Rata
2026-09-15,BL,38.8
2026-09-15,BLDR,80.62
2026-09-15,BLFS,31.29
2026-09-15,BLK,1323.31
2026-09-15,BLKB,50.5
2026-09-15,BMI,157.75
2026-09-15,BMRN,91.42
2026-09-15,BMY,66.42
2026-09-15,BNL,23.7
2026-09-15,BNY,167.79
2026-09-15,BOH,86.83
2026-09-15,BOOT,221.5
2026-09-15,BOX,38.71
2026-09-15,BR,213.38
2026-09-15,BRC,110.0
2026-09-15,BRK-B,547.67
2026-09-15,BRKR,59.23
2026-09-15,BRO,76.69
2026-09-15,BROS,77.96
2026-09-15,BRX,35.44
2026-09-15,BSX,62.41
2026-09-15,BSY,44.47
2026-09-15,BTSG,78.94
2026-09-15,BTU,30.75
2026-09-15,BURL,364.75
2026-09-15,BWA,80.12
2026-09-15,BWXT,228.88
2026-09-15,BX,144.38
2026-09-15,BXMT,18.86
2026-09-15,BXP,76.7
2026-09-15,BYD,95.94
2026-09-15,C,155.2
2026-09-15,CACC,636.67
2026-09-15,CACI,735.21
2026-09-15,CAG,14.38
2026-09-15,CAH,270.94
2026-09-15,CAKE,94.8
2026-09-15,CALM,84.0
2026-09-15,CALX,62.33
2026-09-15,CALY,20.6
2026-09-15,CAR,128.57
2026-09-15,CARG,42.0
2026-09-15,CARR,77.82
2026-09-15,CART,58.0
2026-09-15,CASH,101.0
2026-09-15,CASY,811.33
2026-09-15,CAT,975.61
2026-09-15,CATY,65.8
2026-09-15,CAVA,84.79
2026-09-15,CB,366.13
2026-09-15,CBOE,315.64
2026-09-15,CBRE,182.92
2026-09-15,CBRL,45.0
2026-09-15,CBSH,66.56
2026-09-15,CBT,91.33
2026-09-15,CBU,70.17
2026-09-15,CC,19.0
2026-09-15,CCEP,110.41
2026-09-15,CCI,95.07
2026-09-15,CCK,136.57
2026-09-15,CCL,35.3
2026-09-15,CCOI,15.27
2026-09-15,CCS,78.0
2026-09-15,CDE,23.77
2026-09-15,CDNS,402.12
2026-09-15,CDP,40.62
2026-09-15,CDW,158.89
2026-09-15,CE,63.24
2026-09-15,CEG,348.3
2026-09-15,CELH,42.29
2026-09-15,CENT,53.0
2026-09-15,CENTA,46.25
2026-09-15,CENX,70.0
2026-09-15,CERT,8.34
2026-09-15,CF,125.25
2026-09-15,CFFN,9.5
2026-09-15,CFG,81.47
2026-09-15,CFR,174.43
2026-09-15,CG,58.12
2026-09-15,CGNX,80.05
2026-09-15,CHCO,140.4
2026-09-15,CHD,105.37
2026-09-15,CHDN,130.58
2026-09-15,CHE,552.0
2026-09-15,CHEF,120.33
2026-09-15,CHH,114.81
2026-09-15,CHRD,168.88
2026-09-15,CHRW,199.4
2026-09-15,CHTR,184.41
2026-09-15,CHWY,28.82
2026-09-15,CI,339.36
2026-09-15,CIEN,504.13
2026-09-15,CINF,191.67
2026-09-15,CL,98.95
2026-09-15,CLF,12.3
2026-09-15,CLH,359.93
2026-09-15,CLSK,23.81
2026-09-15,CLX,100.76
2026-09-15,CMC,80.73
2026-09-15,CMCSA,30.13
2026-09-15,CME,283.6
2026-09-15,CMG,43.86
2026-09-15,CMI,757.02
2026-09-15,CMS,79.17
2026-09-15,CNC,71.78
2026-09-15,CNH,13.82
2026-09-15,CNK,40.0
2026-09-15,CNM,54.86
2026-09-15,CNMD,45.5
2026-09-15,CNO,53.75
2026-09-15,CNP,45.75
2026-09-15,CNR,109.5
2026-09-15,CNS,76.33
2026-09-15,CNX,37.73
2026-09-15,CNXC,36.25
2026-09-15,CNXN,83.0
2026-09-15,COCO,83.22
2026-09-15,COF,258.27
2026-09-15,COHR,415.36
2026-09-15,COHU,70.88
2026-09-15,COIN,199.76
2026-09-15,COLB,34.36
2026-09-15,COLL,48.86
2026-09-15,COLM,69.83
2026-09-15,CON,41.0
2026-09-15,COO,66.21
2026-09-15,COP,145.44
2026-09-15,COR,369.31
2026-09-15,CORT,141.0
2026-09-15,COST,1072.2
2026-09-15,COTY,2.69
2026-09-15,CPAY,461.0
2026-09-15,CPB,20.85
2026-09-15,CPF,43.0
2026-09-15,CPK,147.42
2026-09-15,CPRI,22.53
2026-09-15,CPRT,39.7
2026-09-15,CPT,116.97
2026-09-15,CR,237.2
2026-09-15,CRBG,38.83
2026-09-15,CRC,75.92
2026-09-15,CRGY,16.62
2026-09-15,CRH,136.81
2026-09-15,CRI,42.29
2026-09-15,CRK,16.29
2026-09-15,CRL,282.43
2026-09-15,CRM,273.37
2026-09-15,CROX,138.25
2026-09-15,CRS,625.88
2026-09-15,CRSR,13.22
2026-09-15,CRUS,165.0
2026-09-15,CRWD,234.09
2026-09-15,CRWV,144.46
2026-09-15,CSCO,137.62
2026-09-15,CSGP,37.3
2026-09-15,CSL,411.88
2026-09-15,CSR,64.43
2026-09-15,CSW,351.86
2026-09-15,CSX,53.14
2026-09-15,CTAS,216.31
2026-09-15,CTRE,45.15
2026-09-15,CTS,70.67
2026-09-15,CTSH,64.18
2026-09-15,CTVA,92.1
2026-09-15,CUBE,44.06
2026-09-15,CUBI,94.09
2026-09-15,CURB,33.83
2026-09-15,CUZ,33.73
2026-09-15,CVBF,26.17
2026-09-15,CVCO,646.67
2026-09-15,CVI,33.4
2026-09-15,CVLT,160.55
2026-09-15,CVNA,82.98
2026-09-15,CVS,116.28
2026-09-15,CVSA,159.5
2026-09-15,CVX,221.21
2026-09-15,CW,786.29
2026-09-15,CWEN,42.08
2026-09-15,CWK,17.73
2026-09-15,CWST,111.8
2026-09-15,CWT,55.33
2026-09-15,CXM,8.44
2026-09-15,CXT,70.17
2026-09-15,CXW,41.8
2026-09-15,CYTK,109.9
2026-09-15,CZR,31.27
2026-09-15,D,71.82
2026-09-15,DAL,103.81
2026-09-15,DAN,37.43
2026-09-15,DAR,80.75
2026-09-15,DASH,255.07
2026-09-15,DAVE,441.46
2026-09-15,DBD,98.33
2026-09-15,DBX,32.6
2026-09-15,DCH,9.4
2026-09-15,DCI,99.6
2026-09-15,DCOM,45.8
2026-09-15,DD,170.0
2026-09-15,DDOG,285.51
2026-09-15,DE,688.44
2026-09-15,DEA,25.79
2026-09-15,DECK,120.41
2026-09-15,DEI,13.2
2026-09-15,DELL,570.48
2026-09-15,DFIN,64.0
2026-09-15,DG,139.55
2026-09-15,DGII,85.4
2026-09-15,DGX,246.73
2026-09-15,DHI,162.92
2026-09-15,DHR,229.09
2026-09-15,DINO,95.6
2026-09-15,DIOD,162.5
2026-09-15,DIS,128.34
2026-09-15,DKS,163.22
2026-09-15,DLB,79.0
2026-09-15,DLR,223.48
2026-09-15,DLTR,136.4
2026-09-15,DLX,32.67
2026-09-15,DMC,52.0
2026-09-15,DNOW,18.75
2026-09-15,DOC,23.05
2026-09-15,DOCN,175.2
2026-09-15,DOCS,29.94
2026-09-15,DOCU,69.29
2026-09-15,DORM,162.38
2026-09-15,DOV,246.89
2026-09-15,DOW,34.69
2026-09-15,DPZ,381.0
2026-09-15,DRH,13.96
2026-09-15,DRI,231.32
2026-09-15,DT,59.06
2026-09-15,DTE,156.86
2026-09-15,DTM,153.87
2026-09-15,DUK,137.28
2026-09-15,DUOL,134.29
2026-09-15,DV,13.48
2026-09-15,DVA,218.43
2026-09-15,DVN,59.96
2026-09-15,DXC,11.21
2026-09-15,DXCM,94.12
2026-09-15,DXPE,200.0
2026-09-15,DY,520.36
2026-09-15,EAT,266.19
2026-09-15,EBAY,116.15
2026-09-15,EBC,25.12
2026-09-15,ECG,176.0
2026-09-15,ECHO,131.12
2026-09-15,ECL,324.95
2026-09-15,ECPG,115.67
2026-09-15,ED,110.28
2026-09-15,EEFT,86.67
2026-09-15,EFC,14.86
2026-09-15,EFOR,27.5
2026-09-15,EFX,214.95
2026-09-15,EG,408.47
2026-09-15,EGBN,31.0
2026-09-15,EGP,228.95
2026-09-15,EHC,148.17
2026-09-15,EIG,54.0
2026-09-15,EIX,68.21
2026-09-15,EL,107.04
2026-09-15,ELAN,31.21
2026-09-15,ELF,99.69
2026-09-15,ELS,70.47
2026-09-15,ELV,450.05
2026-09-15,EME,1033.29
2026-09-15,EMN,81.47
2026-09-15,EMR,171.81
2026-09-15,ENOV,38.33
2026-09-15,ENPH,53.23
2026-09-15,ENR,22.33
2026-09-15,ENS,252.58
2026-09-15,ENSG,220.0
2026-09-15,ENTG,173.36
2026-09-15,ENVA,277.14
2026-09-15,EOG,160.5
2026-09-15,EPAC,48.0
2026-09-15,EPAM,122.82
2026-09-15,EPC,32.17
2026-09-15,EPR,64.68
2026-09-15,EPRT,36.96
2026-09-15,EQH,62.09
2026-09-15,EQIX,1233.23
2026-09-15,EQT,67.35
2026-09-15,ES,73.58
2026-09-15,ESAB,131.18
2026-09-15,ESE,390.75
2026-09-15,ESI,46.91
2026-09-15,ESNT,74.71
2026-09-15,ESS,304.47
2026-09-15,ETN,478.17
2026-09-15,ETR,123.02
2026-09-15,ETSY,88.2
2026-09-15,EVR,363.9
2026-09-15,EVRG,91.27
2026-09-15,EVTC,35.6
2026-09-15,EW,100.96
2026-09-15,EWBC,150.06
2026-09-15,EXC,48.88
2026-09-15,EXE,125.33
2026-09-15,EXEL,53.69
2026-09-15,EXLS,44.62
2026-09-15,EXP,221.8
2026-09-15,EXPD,177.71
2026-09-15,EXPE,340.64
2026-09-15,EXPO,84.0
2026-09-15,EXR,158.5
2026-09-15,EXTR,33.5
2026-09-15,EYE,28.18
2026-09-15,EZPW,40.8
2026-09-15,F,15.85
2026-09-15,FA,26.25
2026-09-15,FAF,87.67
2026-09-15,FANG,233.79
2026-09-15,FAST,48.53
2026-09-15,FBIN,57.27
2026-09-15,FBK,66.34
2026-09-15,FBNC,69.4
2026-09-15,FBP,31.71
2026-09-15,FBRT,12.75
2026-09-15,FCF,24.08
2026-09-15,FCFS,249.25
2026-09-15,FCN,175.5
2026-09-15,FCPT,28.33
2026-09-15,FCX,72.05
2026-09-15,FDS,265.56
2026-09-15,FDX,355.1
2026-09-15,FDXF,164.0
2026-09-15,FE,53.17
2026-09-15,FELE,118.5
2026-09-15,FER,76.84
2026-09-15,FERG,288.43
2026-09-15,FFBC,37.57
2026-09-15,FFIN,36.57
2026-09-15,FFIV,436.1
2026-09-15,FG,27.0
2026-09-15,FHB,30.78
2026-09-15,FHI,61.0
2026-09-15,FHN,28.2
2026-09-15,FIBK,37.5
2026-09-15,FICO,1445.42
2026-09-15,FIS,50.0
2026-09-15,FISV,60.44
2026-09-15,FITB,62.9
2026-09-15,FIVE,310.95
2026-09-15,FIVN,35.0
2026-09-15,FIX,2197.0
2026-09-15,FIZZ,32.0
2026-09-15,FLEX,160.5
2026-09-15,FLG,16.38
2026-09-15,FLO,7.9
2026-09-15,FLR,60.69
2026-09-15,FLS,89.1
2026-09-15,FMC,13.58
2026-09-15,FN,734.11
2026-09-15,FNB,21.06
2026-09-15,FND,58.59
2026-09-15,FNF,61.4
2026-09-15,FORM,138.62
2026-09-15,FOUR,55.5
2026-09-15,FOXA,76.42
2026-09-15,FOXF,21.0
2026-09-15,FR,72.25
2026-09-15,FRPT,84.25
2026-09-15,FRT,133.16
2026-09-15,FSLR,274.81
2026-09-15,FSS,145.62
2026-09-15,FTDR,97.4
2026-09-15,FTI,75.81
2026-09-15,FTNT,163.12
2026-09-15,FTRE,20.55
2026-09-15,FTV,64.31
2026-09-15,FUL,73.29
2026-09-15,FULT,26.5
2026-09-15,FUN,20.69
2026-09-15,G,42.18
2026-09-15,GAP,26.55
2026-09-15,GATX,219.75
2026-09-15,GBCI,56.83
2026-09-15,GBX,45.33
2026-09-15,GD,422.3
2026-09-15,GDDY,104.53
2026-09-15,GE,404.9
2026-09-15,GEF,87.2
2026-09-15,GEHC,82.5
2026-09-15,GEN,33.0
2026-09-15,GEO,37.75
2026-09-15,GEV,1237.34
2026-09-15,GFF,125.57
2026-09-15,GGG,91.29
2026-09-15,GHC,990.0
2026-09-15,GIII,37.33
2026-09-15,GILD,158.15
2026-09-15,GIS,37.72
2026-09-15,GKOS,197.15
2026-09-15,GL,193.91
2026-09-15,GLPI,53.22
2026-09-15,GLW,194.31
2026-09-15,GM,101.64
2026-09-15,GMED,103.23
2026-09-15,GNL,10.14
2026-09-15,GNRC,283.88
2026-09-15,GNTX,27.72
2026-09-15,GNW,12.0
2026-09-15,GO,10.73
2026-09-15,GOLF,102.0
2026-09-15,GOOG,422.34
2026-09-15,GOOGL,428.07
2026-09-15,GPC,140.38
2026-09-15,GPI,371.08
2026-09-15,GPK,12.49
2026-09-15,GPN,103.41
2026-09-15,GPOR,219.31
2026-09-15,GRBK,62.0
2026-09-15,GRMN,290.29
2026-09-15,GS,1141.65
2026-09-15,GSHD,68.92
2026-09-15,GT,7.46
2026-09-15,GTES,33.08
2026-09-15,GTM,4.6
2026-09-15,GTY,36.43
2026-09-15,GVA,171.67
2026-09-15,GWRE,213.29
2026-09-15,GWW,1332.57
2026-09-15,GXO,68.71
2026-09-15,H,196.83
2026-09-15,HAE,108.4
2026-09-15,HAFC,34.25
2026-09-15,HAL,43.12
2026-09-15,HALO,99.56
2026-09-15,HAS,109.64
2026-09-15,HASI,49.8
2026-09-15,HAYW,17.93
2026-09-15,HBAN,20.3
2026-09-15,HCA,451.48
2026-09-15,HCC,105.17
2026-09-15,HCI,241.67
2026-09-15,HCSG,27.0
2026-09-15,HD,377.19
2026-09-15,HE,10.69
2026-09-15,HFWA,33.0
2026-09-15,HGV,55.45
2026-09-15,HIG,149.85
2026-09-15,HII,368.42
2026-09-15,HIMS,31.29
2026-09-15,HIW,32.33
2026-09-15,HL,23.38
2026-09-15,HLI,153.5
2026-09-15,HLIT,16.14
2026-09-15,HLNE,133.43
2026-09-15,HLT,353.0
2026-09-15,HLX,12.25
2026-09-15,HMN,56.5
2026-09-15,HNI,69.75
2026-09-15,HOG,28.18
2026-09-15,HOMB,33.25
2026-09-15,HON,263.41
2026-09-15,HONA,213.0
2026-09-15,HOOD,129.26
2026-09-15,HOPE,15.5
2026-09-15,HP,44.47
2026-09-15,HPE,67.43
2026-09-15,HPQ,29.66
2026-09-15,HQY,119.0
2026-09-15,HR,21.5
2026-09-15,HRB,51.67
2026-09-15,HRL,26.12
2026-09-15,HRMY,47.36
2026-09-15,HSIC,98.19
2026-09-15,HST,25.29
2026-09-15,HSTM,34.5
2026-09-15,HSY,205.52
2026-09-15,HTH,42.0
2026-09-15,HTLD,13.2
2026-09-15,HTO,67.14
2026-09-15,HUBB,565.73
2026-09-15,HUBG,41.0
2026-09-15,HUM,419.04
2026-09-15,HWC,83.8
2026-09-15,HWKN,174.25
2026-09-15,HWM,337.13
2026-09-15,HXL,109.92
2026-09-15,HZO,47.0
2026-09-15,IART,19.56
2026-09-15,IBKR,105.74
2026-09-15,IBM,245.35
2026-09-15,IBOC,87.0
2026-09-15,IBP,244.82
2026-09-15,ICE,187.29
2026-09-15,ICHR,95.86
2026-09-15,ICUI,193.38
2026-09-15,IDA,158.22
2026-09-15,IDCC,462.67
2026-09-15,IDXX,698.92
2026-09-15,IESC,440.0
2026-09-15,IEX,255.93
2026-09-15,IFF,95.66
2026-09-15,IIPR,64.5
2026-09-15,ILMN,202.65
2026-09-15,INCY,127.74
2026-09-15,INDB,93.43
2026-09-15,INDV,49.0
2026-09-15,INGR,121.5
2026-09-15,INSP,60.73
2026-09-15,INSW,102.17
2026-09-15,INTC,115.74
2026-09-15,INTU,405.6
2026-09-15,INVA,35.0
2026-09-15,INVH,33.61
2026-09-15,INVX,33.4
2026-09-15,IOSP,101.0
2026-09-15,IP,47.82
2026-09-15,IPAR,126.67
2026-09-15,IPGP,126.21
2026-09-15,IQV,276.28
2026-09-15,IR,96.25
2026-09-15,IRDM,42.0
2026-09-15,IRM,146.2
2026-09-15,IRT,19.35
2026-09-15,ISRG,476.34
2026-09-15,IT,185.15
2026-09-15,ITGR,121.8
2026-09-15,ITRI,129.6
2026-09-15,ITT,256.15
2026-09-15,ITW,301.86
2026-09-15,IVT,37.29
2026-09-15,IVZ,33.96
2026-09-15,J,162.53
2026-09-15,JAZZ,290.6
2026-09-15,JBGS,13.0
2026-09-15,JBHT,305.45
2026-09-15,JBL,429.56
2026-09-15,JBLU,5.17
2026-09-15,JBSS,100.0
2026-09-15,JBTM,169.19
2026-09-15,JCI,163.37
2026-09-15,JEF,60.67
2026-09-15,JJSF,110.5
2026-09-15,JKHY,190.25
2026-09-15,JLL,425.3
2026-09-15,JNJ,277.91
2026-09-15,JPM,376.14
2026-09-15,JXN,146.0
2026-09-15,KAI,361.67
2026-09-15,KALU,170.5
2026-09-15,KBH,58.67
2026-09-15,KBR,45.71
2026-09-15,KD,14.2
2026-09-15,KDP,36.21
2026-09-15,KEX,166.17
2026-09-15,KEY,26.02
2026-09-15,KEYS,415.08
2026-09-15,KFY,90.25
2026-09-15,KGS,83.13
2026-09-15,KHC,25.09
2026-09-15,KIM,26.92
2026-09-15,KKR,128.67
2026-09-15,KLAC,233.77
2026-09-15,KLIC,106.67
2026-09-15,KMB,117.8
2026-09-15,KMI,36.0
2026-09-15,KMPR,36.33
2026-09-15,KMT,33.0
2026-09-15,KMX,54.85
2026-09-15,KN,43.75
2026-09-15,KNF,91.44
2026-09-15,KNSL,354.78
2026-09-15,KNTK,57.31
2026-09-15,KNX,88.75
2026-09-15,KO,94.7
2026-09-15,KOP,57.0
2026-09-15,KR,68.48
2026-09-15,KRC,40.36
2026-09-15,KRG,30.89
2026-09-15,KRMN,92.67
2026-09-15,KRYS,385.0
2026-09-15,KSS,18.73
2026-09-15,KTB,97.5
2026-09-15,KTOS,104.2
2026-09-15,KVUE,19.5
2026-09-15,KWR,192.57
2026-09-15,LAD,447.31
2026-09-15,LAMR,162.2
2026-09-15,LAUR,41.21
2026-09-15,LAZ,47.38
2026-09-15,LBRT,28.62
2026-09-15,LCII,127.7
2026-09-15,LDOS,156.6
2026-09-15,LEA,150.5
2026-09-15,LECO,304.91
2026-09-15,LEG,10.0
2026-09-15,LEN,86.23
2026-09-15,LEU,247.4
2026-09-15,LFST,14.2
2026-09-15,LFUS,488.75
2026-09-15,LGIH,93.0
2026-09-15,LGND,342.82
2026-09-15,LH,343.31
2026-09-15,LHX,340.62
2026-09-15,LIF,61.48
2026-09-15,LII,505.38
2026-09-15,LIN,544.4
2026-09-15,LITE,1149.38
2026-09-15,LIVN,89.1
2026-09-15,LKFN,66.5
2026-09-15,LKQ,32.5
2026-09-15,LLY,1324.87
2026-09-15,LMAT,107.0
2026-09-15,LMT,637.84
2026-09-15,LNC,47.92
2026-09-15,LNN,123.0
2026-09-15,LNT,78.04
2026-09-15,LNTH,107.74
2026-09-15,LOPE,195.0
2026-09-15,LOW,252.3
2026-09-15,LPG,54.6
2026-09-15,LPX,92.23
2026-09-15,LQDA,107.75
2026-09-15,LQDT,51.0
2026-09-15,LRCX,373.13
2026-09-15,LRN,109.0
2026-09-15,LSCC,164.54
2026-09-15,LSTR,196.38
2026-09-15,LTC,45.0
2026-09-15,LTH,55.43
2026-09-15,LULU,106.39
2026-09-15,LUMN,7.64
2026-09-15,LUV,49.83
2026-09-15,LVS,59.07
2026-09-15,LW,55.25
2026-09-15,LXP,60.0
2026-09-15,LYB,68.35
2026-09-15,LYFT,19.74
2026-09-15,LYV,201.96
2026-09-15,LZ,7.6
2026-09-15,LZB,41.0
2026-09-15,M,23.15
2026-09-15,MA,666.71
2026-09-15,MAA,143.16
2026-09-15,MAC,27.07
2026-09-15,MAN,57.33
2026-09-15,MANH,217.7
2026-09-15,MAR,380.8
2026-09-15,MARA,18.16
2026-09-15,MAS,80.61
2026-09-15,MAT,18.23
2026-09-15,MATW,31.33
2026-09-15,MATX,261.67
2026-09-15,MBC,10.36
2026-09-15,MBGL,24.6
2026-09-15,MBIN,64.5
2026-09-15,MC,72.0
2026-09-15,MCD,314.81
2026-09-15,MCHP,108.64
2026-09-15,MCK,980.73
2026-09-15,MCO,561.9
2026-09-15,MCRI,127.0
2026-09-15,MCY,120.0
2026-09-15,MD,26.33
2026-09-15,MDLZ,69.13
2026-09-15,MDT,104.76
2026-09-15,MDU,23.62
2026-09-15,MEDP,581.83
2026-09-15,MELI,2264.88
2026-09-15,MET,105.06
2026-09-15,META,758.28
2026-09-15,MFP,46.67
2026-09-15,MGEE,77.75
2026-09-15,MGM,50.41
2026-09-15,MGY,33.06
2026-09-15,MHK,135.79
2026-09-15,MHO,170.67
2026-09-15,MIDD,155.22
2026-09-15,MIR,24.27
2026-09-15,MKC,60.62
2026-09-15,MKSI,417.57
2026-09-15,MKTX,158.0
2026-09-15,MLI,80.0
2026-09-15,MLKN,35.0
2026-09-15,MLM,659.17
2026-09-15,MMI,28.0
2026-09-15,MMM,185.57
2026-09-15,MMS,92.5
2026-09-15,MMSI,101.45
2026-09-15,MNST,50.24
2026-09-15,MO,70.0
2026-09-15,MOG-A,446.4
2026-09-15,MOH,209.12
2026-09-15,MORN,236.67
2026-09-15,MOS,26.77
2026-09-15,MP,75.38
2026-09-15,MPC,351.67
2026-09-15,MPT,4.94
2026-09-15,MPWR,1839.8
2026-09-15,MRCY,115.78
2026-09-15,MRK,152.96
2026-09-15,MRNA,119.56
2026-09-15,MRP,37.17
2026-09-15,MRSH,207.1
2026-09-15,MRTN,17.5
2026-09-15,MRVL,285.3
2026-09-15,MS,237.33
2026-09-15,MSA,209.14
2026-09-15,MSCI,692.06
2026-09-15,MSEX,61.0
2026-09-15,MSFT,572.92
2026-09-15,MSGS,480.67
2026-09-15,MSI,526.82
2026-09-15,MSM,131.0
2026-09-15,MSTR,226.2
2026-09-15,MTB,260.08
2026-09-15,MTCH,41.88
2026-09-15,MTD,1452.5
2026-09-15,MTDR,69.1
2026-09-15,MTG,31.0
2026-09-15,MTH,82.38
2026-09-15,MTN,147.23
2026-09-15,MTRN,303.75
2026-09-15,MTSI,395.33
2026-09-15,MTUS,22.5
2026-09-15,MTX,93.0
2026-09-15,MTZ,416.95
